fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.72,0.63,0.03,0.22,0.08,0.17,0.088,0.99745,0.353,0.58,0.98,6
0.71,0.59,0.01,0.23,0.08,0.27,0.043,0.9955,0.342,0.58,1.07,6
0.83,0.31,0.39,0.24,0.078,0.17,0.043,0.99444,0.331,0.77,1.25,7
0.71,0.59,0.01,0.23,0.08,0.27,0.043,0.9955,0.342,0.58,1.07,6
0.83,0.31,0.39,0.24,0.078,0.17,0.043,0.99444,0.331,0.77,1.25,7
0.83,1.02,0.02,0.34,0.084,0.06,0.011,0.99892,0.348,0.49,1.1,3
0.89,0.31,0.36,0.26,0.056,0.1,0.039,0.99562,0.34,0.69,1.18,5
0.74,0.635,0.1,0.24,0.08,0.16,0.033,0.99736,0.358,0.69,1.08,7
0.74,0.635,0.1,0.24,0.08,0.16,0.033,0.99736,0.358,0.69,1.08,7
0.68,0.59,0.06,0.6,0.06,0.11,0.018,0.9962,0.341,0.59,1.08,7
0.68,0.59,0.06,0.6,0.06,0.11,0.018,0.9962,0.341,0.59,1.08,7
0.92,0.58,0.2,0.3,0.081,0.15,0.115,0.998,0.323,0.59,0.95,5
0.72,0.54,0.27,0.26,0.084,0.12,0.078,0.9964,0.339,0.71,1.1,5
0.61,0.56,0,0.22,0.079,0.06,0.009,0.9948,0.359,0.54,1.15,6
0.74,0.52,0.13,0.24,0.078,0.34,0.061,0.99528,0.343,0.59,1.08,6
0.73,0.305,0.39,0.12,0.059,0.07,0.011,0.99331,0.329,0.52,1.15,6
0.93,0.38,0.48,0.38,0.132,0.03,0.011,0.99577,0.323,0.57,1.32,6
0.91,0.28,0.46,0.9,0.114,0.03,0.009,0.99901,0.318,0.6,1.09,6
1,0.46,0.44,0.29,0.065,0.04,0.008,0.99674,0.333,0.62,1.22,6
0.94,0.395,0.46,0.46,0.094,0.03,0.01,0.99639,0.327,0.64,1.22,7
0.73,0.305,0.39,0.12,0.059,0.07,0.011,0.99331,0.329,0.52,1.15,6
0.86,0.315,0.4,0.22,0.079,0.03,0.006,0.99512,0.327,0.67,1.19,6
0.53,0.715,0.19,0.15,0.161,0.07,0.062,0.99395,0.362,0.61,1.1,5
0.68,0.41,0.31,0.88,0.084,0.26,0.045,0.99824,0.338,0.64,1.01,6
0.84,0.36,0.32,0.22,0.081,0.32,0.079,0.9964,0.33,0.72,1.1,6
0.84,0.62,0.12,0.18,0.072,0.38,0.046,0.99504,0.338,0.89,1.18,6
0.96,0.41,0.37,0.23,0.091,0.1,0.023,0.99786,0.324,0.56,1.05,5
0.84,0.36,0.32,0.22,0.081,0.32,0.079,0.9964,0.33,0.72,1.1,6
0.84,0.62,0.12,0.18,0.072,0.38,0.046,0.99504,0.338,0.89,1.18,6
0.68,0.41,0.31,0.88,0.084,0.26,0.045,0.99824,0.338,0.64,1.01,6
0.86,0.47,0.27,0.23,0.055,0.14,0.028,0.99516,0.318,0.8,1.12,5
0.86,0.22,0.36,0.19,0.064,0.53,0.077,0.99604,0.347,0.87,1.1,7
0.94,0.24,0.33,0.23,0.061,0.52,0.073,0.99786,0.347,0.9,1.02,6
0.84,0.67,0.19,0.22,0.093,0.11,0.075,0.99736,0.32,0.59,0.92,4
0.86,0.47,0.27,0.23,0.055,0.14,0.028,0.99516,0.318,0.8,1.12,5
0.87,0.33,0.38,0.33,0.063,0.1,0.019,0.99468,0.33,0.73,1.2,7
0.66,0.61,0.01,0.19,0.08,0.08,0.025,0.99746,0.369,0.73,1.05,5
0.74,0.61,0.01,0.2,0.074,0.13,0.038,0.99748,0.348,0.65,0.98,5
0.76,0.4,0.29,0.19,0.078,0.29,0.066,0.9971,0.345,0.59,0.95,6
0.74,0.61,0.01,0.2,0.074,0.13,0.038,0.99748,0.348,0.65,0.98,5
0.66,0.61,0.01,0.19,0.08,0.08,0.025,0.99746,0.369,0.73,1.05,5
0.88,0.3,0.38,0.23,0.06,0.19,0.072,0.99543,0.339,0.72,1.18,6
0.88,0.3,0.38,0.23,0.06,0.19,0.072,0.99543,0.339,0.72,1.18,6
1.2,0.63,0.5,0.14,0.071,0.06,0.026,0.99791,0.307,0.6,1.04,4
0.72,0.38,0.38,0.28,0.068,0.23,0.042,0.99356,0.334,0.72,1.29,7
0.62,0.46,0.17,0.16,0.073,0.07,0.011,0.99425,0.361,0.54,1.14,5
0.96,0.33,0.52,0.22,0.074,0.13,0.025,0.99509,0.336,0.76,1.24,7
0.99,0.27,0.49,0.5,0.082,0.09,0.017,0.99484,0.319,0.52,1.25,7
1.01,0.43,0.4,0.26,0.092,0.13,0.052,0.99834,0.322,0.64,1,7
0.98,0.5,0.34,0.23,0.094,0.1,0.045,0.99864,0.324,0.6,0.97,7
0.83,0.3,0.49,0.38,0.09,0.11,0.024,0.99498,0.327,0.64,1.21,7
1.02,0.44,0.42,0.2,0.071,0.07,0.02,0.99566,0.314,0.79,1.11,7
1.02,0.44,0.58,0.41,0.092,0.11,0.024,0.99745,0.329,0.99,1.2,7
0.83,0.28,0.48,0.21,0.093,0.06,0.012,0.99408,0.326,0.62,1.24,7
0.89,0.12,0.45,0.18,0.075,0.1,0.021,0.99552,0.341,0.76,1.19,7
0.89,0.12,0.45,0.18,0.075,0.1,0.021,0.99552,0.341,0.76,1.19,7
0.89,0.12,0.45,0.18,0.075,0.1,0.021,0.99552,0.341,0.76,1.19,7
0.83,0.28,0.48,0.21,0.093,0.06,0.012,0.99408,0.326,0.62,1.24,7
0.82,0.31,0.4,0.22,0.058,0.06,0.01,0.99536,0.331,0.68,1.12,7
1.02,0.34,0.48,0.21,0.052,0.05,0.009,0.99458,0.32,0.69,1.21,7
0.76,0.43,0.4,0.27,0.082,0.06,0.011,0.99538,0.344,0.54,1.22,6
0.85,0.21,0.52,0.19,0.09,0.09,0.023,0.99648,0.336,0.67,1.04,5
0.9,0.36,0.52,0.21,0.111,0.05,0.01,0.99568,0.331,0.62,1.13,6
0.95,0.37,0.52,0.2,0.088,0.12,0.051,0.99613,0.329,0.58,1.11,6
0.64,0.57,0.12,0.23,0.12,0.25,0.036,0.99519,0.347,0.71,1.13,7
0.8,0.59,0.05,0.2,0.089,0.12,0.032,0.99735,0.336,0.61,1,5
0.85,0.47,0.27,0.19,0.058,0.18,0.038,0.99518,0.316,0.85,1.11,6
0.71,0.56,0.14,0.16,0.078,0.07,0.018,0.99592,0.327,0.62,0.93,5
0.66,0.57,0.02,0.21,0.115,0.06,0.016,0.99654,0.338,0.69,0.95,5
0.88,0.27,0.39,0.2,0.1,0.2,0.027,0.99546,0.315,0.69,1.12,6
0.85,0.47,0.27,0.19,0.058,0.18,0.038,0.99518,0.316,0.85,1.11,6
0.83,0.34,0.4,0.24,0.065,0.24,0.048,0.99554,0.334,0.86,1.1,6
0.9,0.38,0.41,0.24,0.103,0.06,0.01,0.99604,0.313,0.58,1.19,7
0.85,0.66,0.2,0.21,0.097,0.23,0.113,0.99733,0.313,0.48,0.92,5
0.9,0.4,0.43,0.24,0.068,0.29,0.046,0.9943,0.32,0.6,1.22,6
0.67,0.56,0.09,0.29,0.079,0.07,0.022,0.99669,0.346,0.61,1.02,5
1.04,0.26,0.48,0.19,0.066,0.06,0.01,0.99724,0.333,0.87,1.09,6
1.04,0.26,0.48,0.19,0.066,0.06,0.01,0.99724,0.333,0.87,1.09,6
1.01,0.38,0.5,0.24,0.104,0.06,0.013,0.99643,0.322,0.65,1.16,7
0.85,0.34,0.44,0.17,0.079,0.06,0.012,0.99605,0.352,0.63,1.07,5
0.88,0.33,0.41,0.59,0.073,0.07,0.013,0.99658,0.33,0.62,1.21,7
0.72,0.41,0.3,0.21,0.083,0.35,0.072,0.997,0.344,0.52,0.94,5
0.72,0.41,0.3,0.21,0.083,0.35,0.072,0.997,0.344,0.52,0.94,5
0.84,0.59,0.29,0.26,0.109,0.31,0.119,0.99801,0.315,0.5,0.91,5
0.7,0.4,0.32,0.36,0.061,0.09,0.029,0.99416,0.328,0.49,1.13,7
1.22,0.45,0.49,0.14,0.075,0.03,0.006,0.9969,0.313,0.63,1.04,5
0.91,0.5,0.3,0.19,0.065,0.08,0.017,0.99774,0.332,0.71,1.05,6
0.95,0.86,0.26,0.19,0.079,0.13,0.028,0.99712,0.325,0.62,1,5
0.73,0.52,0.32,0.21,0.07,0.51,0.07,0.99418,0.334,0.82,1.29,6
0.91,0.5,0.3,0.19,0.065,0.08,0.017,0.99774,0.332,0.71,1.05,6
1.22,0.45,0.49,0.14,0.075,0.03,0.006,0.9969,0.313,0.63,1.04,5
0.74,0.58,0,0.2,0.064,0.07,0.011,0.99562,0.345,0.58,1.13,6
0.98,0.34,0.39,0.14,0.066,0.03,0.007,0.9947,0.319,0.55,1.14,7
0.71,0.36,0.3,0.16,0.08,0.35,0.07,0.99693,0.344,0.5,0.94,5
0.77,0.39,0.12,0.17,0.097,0.19,0.027,0.99596,0.316,0.49,0.94,5
0.97,0.295,0.4,0.15,0.073,0.14,0.021,0.99556,0.314,0.51,1.09,6
0.77,0.39,0.12,0.17,0.097,0.19,0.027,0.99596,0.316,0.49,0.94,5
0.71,0.34,0.28,0.2,0.082,0.31,0.068,0.99694,0.345,0.48,0.94,5
0.65,0.4,0.1,0.2,0.076,0.3,0.047,0.99554,0.336,0.48,0.94,6
0.71,0.34,0.28,0.2,0.082,0.31,0.068,0.99694,0.345,0.48,0.94,5
1,0.35,0.45,0.25,0.092,0.2,0.088,0.99918,0.315,0.43,0.94,5
0.77,0.6,0.06,0.2,0.079,0.19,0.041,0.99697,0.339,0.62,1.01,6
0.56,0.66,0,0.22,0.087,0.03,0.011,0.99378,0.371,0.63,1.28,7
0.56,0.66,0,0.22,0.087,0.03,0.011,0.99378,0.371,0.63,1.28,7
0.89,0.84,0.34,0.14,0.05,0.04,0.01,0.99554,0.312,0.48,0.91,6
0.64,0.69,0,0.165,0.055,0.07,0.012,0.99162,0.347,0.53,1.29,6
0.75,0.43,0.3,0.22,0.062,0.06,0.012,0.99495,0.344,0.72,1.15,7
0.99,0.35,0.38,0.15,0.058,0.31,0.047,0.99676,0.326,0.82,1.06,7
0.91,0.29,0.33,0.205,0.063,0.13,0.027,0.99516,0.326,0.84,1.17,7
0.68,0.36,0.32,0.18,0.067,0.04,0.008,0.9928,0.336,0.55,1.28,7
0.82,0.43,0.29,0.16,0.081,0.27,0.045,0.99603,0.325,0.54,1.03,5
0.68,0.36,0.32,0.18,0.067,0.04,0.008,0.9928,0.336,0.55,1.28,7
0.91,0.29,0.33,0.205,0.063,0.13,0.027,0.99516,0.326,0.84,1.17,7
0.91,0.3,0.34,0.2,0.064,0.12,0.025,0.99516,0.326,0.84,1.17,7
0.89,0.35,0.4,0.36,0.11,0.12,0.024,0.99549,0.323,0.7,1.2,7
0.96,0.5,0.36,0.28,0.116,0.26,0.055,0.99722,0.318,0.68,1.09,5
0.89,0.28,0.45,0.17,0.067,0.07,0.012,0.99354,0.325,0.55,1.23,7
0.89,0.32,0.31,0.2,0.088,0.12,0.019,0.9957,0.317,0.55,1.04,6
0.77,1.005,0.15,0.21,0.102,0.11,0.032,0.99604,0.323,0.48,1,5
0.75,0.71,0,0.16,0.092,0.22,0.031,0.99635,0.338,0.58,1,6
0.8,0.58,0.16,0.2,0.12,0.03,0.007,0.99454,0.322,0.58,1.12,6
1.05,0.39,0.46,0.22,0.075,0.14,0.027,0.99598,0.306,0.84,1.14,6
0.89,0.38,0.4,0.22,0.068,0.12,0.028,0.99486,0.327,0.75,1.26,7
0.8,0.18,0.37,0.09,0.049,0.36,0.109,0.99007,0.289,0.44,1.27,6
0.8,0.18,0.37,0.09,0.049,0.36,0.109,0.99007,0.289,0.44,1.27,6
0.7,0.5,0.14,0.18,0.078,0.1,0.023,0.99636,0.353,0.61,1.04,5
1.13,0.36,0.66,0.24,0.123,0.03,0.008,0.99642,0.32,0.53,1.19,6
1.13,0.36,0.66,0.24,0.123,0.03,0.008,0.99642,0.32,0.53,1.19,6
0.7,0.51,0.09,0.21,0.062,0.04,0.009,0.99584,0.335,0.54,1.05,5
0.82,0.32,0.42,0.23,0.098,0.03,0.009,0.99506,0.327,0.55,1.23,6
0.77,0.58,0.01,0.18,0.088,0.12,0.018,0.99568,0.332,0.56,1.05,7
0.86,0.83,0,0.28,0.095,0.17,0.043,0.99822,0.333,0.6,1.04,6
0.79,0.31,0.32,0.19,0.066,0.14,0.036,0.99364,0.341,0.56,1.26,6
0.64,0.795,0,0.22,0.065,0.28,0.052,0.99378,0.349,0.52,1.16,5
0.72,0.34,0.21,0.25,0.075,0.41,0.068,0.99586,0.337,0.54,1.01,6
0.77,0.58,0.01,0.18,0.088,0.12,0.018,0.99568,0.332,0.56,1.05,7
0.71,0.59,0,0.21,0.091,0.09,0.014,0.99488,0.342,0.55,1.15,7
0.73,0.55,0.01,0.18,0.093,0.09,0.015,0.99514,0.335,0.58,1.1,7
0.81,0.82,0,0.41,0.095,0.05,0.014,0.99854,0.336,0.53,0.96,5
0.75,0.57,0.08,0.26,0.089,0.14,0.027,0.99592,0.33,0.59,1.04,6
0.89,0.745,0.18,0.25,0.077,0.15,0.048,0.99739,0.32,0.47,0.97,6
1.01,0.37,0.34,0.24,0.085,0.05,0.017,0.99683,0.317,0.65,1.06,7
0.76,0.31,0.34,0.25,0.082,0.26,0.035,0.99356,0.322,0.59,1.25,7
0.73,0.91,0.1,0.18,0.074,0.2,0.056,0.99672,0.335,0.56,0.92,5
0.87,0.41,0.41,0.62,0.078,0.25,0.042,0.9953,0.324,0.77,1.26,7
0.89,0.5,0.21,0.22,0.088,0.21,0.039,0.99692,0.333,0.83,1.11,6
0.74,0.965,0,0.22,0.088,0.16,0.032,0.99756,0.358,0.67,1.02,5
0.69,0.49,0.19,0.17,0.079,0.13,0.026,0.99547,0.338,0.64,0.98,6
0.89,0.5,0.21,0.22,0.088,0.21,0.039,0.99692,0.333,0.83,1.11,6
0.95,0.39,0.41,0.89,0.069,0.18,0.039,0.99859,0.329,0.81,1.09,7
0.64,0.39,0.33,0.33,0.046,0.12,0.053,0.99294,0.336,0.62,1.22,6
0.69,0.44,0,0.14,0.07,0.32,0.038,0.99438,0.332,0.58,1.14,6
0.76,0.78,0,0.17,0.076,0.33,0.045,0.99612,0.331,0.62,1.07,6
0.71,0.43,0.17,0.18,0.082,0.27,0.051,0.99634,0.349,0.64,1.04,5
0.93,0.49,0.36,0.17,0.081,0.03,0.014,0.99702,0.327,0.78,1.09,6
0.93,0.5,0.36,0.18,0.084,0.06,0.017,0.99704,0.327,0.77,1.08,6
0.71,0.43,0.17,0.18,0.082,0.27,0.051,0.99634,0.349,0.64,1.04,5
0.85,0.46,0.59,0.14,0.414,0.16,0.045,0.99702,0.303,1.34,0.92,5
0.56,0.605,0.05,0.24,0.073,0.19,0.025,0.99258,0.356,0.55,1.29,5
0.83,0.33,0.42,0.23,0.07,0.09,0.02,0.99426,0.338,0.77,1.27,7
0.82,0.64,0.27,0.2,0.095,0.05,0.077,0.99747,0.313,0.62,0.91,6
0.82,0.64,0.27,0.2,0.095,0.05,0.077,0.99747,0.313,0.62,0.91,6
0.89,0.48,0.53,0.4,0.101,0.03,0.01,0.99586,0.321,0.59,1.21,7
0.76,0.42,0.25,0.39,0.104,0.28,0.09,0.99784,0.315,0.57,0.91,5
0.99,0.53,0.57,0.24,0.093,0.3,0.052,0.9971,0.319,0.76,1.16,7
0.89,0.48,0.53,0.4,0.101,0.03,0.01,0.99586,0.321,0.59,1.21,7
1.16,0.23,0.57,0.18,0.074,0.03,0.008,0.9981,0.314,0.7,0.99,6
0.91,0.4,0.5,0.18,0.071,0.07,0.016,0.99462,0.321,0.69,1.25,8
0.8,0.38,0.44,0.19,0.098,0.06,0.015,0.9956,0.33,0.64,1.14,6
1.02,0.29,0.65,0.24,0.075,0.06,0.017,0.99565,0.322,0.63,1.18,6
0.82,0.74,0.09,0.2,0.067,0.05,0.01,0.99418,0.328,0.57,1.18,6
0.77,0.61,0.18,0.24,0.083,0.06,0.02,0.9963,0.329,0.6,1.02,6
0.66,0.52,0.08,0.24,0.07,0.13,0.026,0.99358,0.34,0.72,1.25,7
1.11,0.31,0.53,0.22,0.06,0.03,0.01,0.99572,0.302,0.83,1.09,7
1.11,0.31,0.53,0.22,0.06,0.03,0.01,0.99572,0.302,0.83,1.09,7
0.8,0.62,0.35,0.28,0.086,0.28,0.052,0.997,0.331,0.62,1.08,5
0.93,0.33,0.45,0.15,0.057,0.19,0.037,0.99498,0.318,0.89,1.11,7
0.75,0.77,0.2,0.81,0.098,0.3,0.092,0.99892,0.32,0.58,0.92,5
0.72,0.35,0.26,0.18,0.083,0.33,0.075,0.9968,0.34,0.58,0.95,6
0.8,0.62,0.33,0.27,0.088,0.16,0.037,0.9972,0.331,0.58,1.07,6
0.75,0.77,0.2,0.81,0.098,0.3,0.092,0.99892,0.32,0.58,0.92,5
0.91,0.25,0.34,0.2,0.071,0.45,0.067,0.99769,0.344,0.86,1.02,7
0.99,0.32,0.56,0.2,0.073,0.03,0.008,0.99534,0.315,0.73,1.14,6
0.86,0.37,0.65,0.64,0.08,0.03,0.008,0.99817,0.327,0.58,1.1,5
0.86,0.37,0.65,0.64,0.08,0.03,0.008,0.99817,0.327,0.58,1.1,5
0.79,0.3,0.68,0.83,0.05,0.375,0.278,0.99316,0.301,0.51,1.23,7
1.03,0.27,0.56,0.14,0.047,0.03,0.008,0.99471,0.316,0.51,1.18,6
0.79,0.3,0.68,0.83,0.05,0.375,0.289,0.99316,0.301,0.51,1.23,7
0.72,0.38,0.3,0.18,0.073,0.31,0.07,0.99685,0.342,0.59,0.95,6
0.87,0.42,0.45,0.24,0.072,0.32,0.059,0.99617,0.333,0.77,1.2,6
0.72,0.38,0.3,0.18,0.073,0.31,0.07,0.99685,0.342,0.59,0.95,6
0.68,0.48,0.08,0.18,0.074,0.4,0.064,0.99529,0.312,0.49,0.96,5
0.85,0.34,0.4,0.47,0.055,0.03,0.009,0.99738,0.338,0.66,1.16,7
0.79,0.19,0.42,0.16,0.057,0.18,0.03,0.994,0.329,0.69,1.12,6
1.16,0.41,0.54,0.15,0.095,0.22,0.041,0.99735,0.302,0.76,0.99,7
1.16,0.41,0.54,0.15,0.095,0.22,0.041,0.99735,0.302,0.76,0.99,7
1,0.26,0.54,0.19,0.083,0.42,0.074,0.99451,0.298,0.63,1.18,8
0.79,0.34,0.42,0.2,0.086,0.08,0.019,0.99546,0.335,0.6,1.14,6
0.7,0.54,0.09,0.2,0.081,0.1,0.016,0.99479,0.343,0.59,1.15,6
0.92,0.31,0.36,0.22,0.079,0.11,0.031,0.99615,0.333,0.86,1.2,7
0.66,0.725,0.09,0.55,0.117,0.09,0.017,0.99655,0.335,0.49,1.08,6
0.94,0.4,0.47,0.25,0.087,0.06,0.02,0.99772,0.315,0.5,1.05,5
0.66,0.725,0.09,0.55,0.117,0.09,0.017,0.99655,0.335,0.49,1.08,6
0.86,0.52,0.38,0.15,0.096,0.05,0.018,0.99666,0.32,0.52,0.94,5
0.8,0.31,0.45,0.21,0.216,0.05,0.016,0.99358,0.315,0.81,1.25,7
0.86,0.52,0.38,0.15,0.096,0.05,0.018,0.99666,0.32,0.52,0.94,5
0.84,0.34,0.42,0.21,0.072,0.23,0.036,0.99392,0.311,0.78,1.24,6
0.74,0.49,0.27,0.21,0.071,0.14,0.025,0.99388,0.335,0.63,1.2,6
0.61,0.48,0.09,0.17,0.078,0.18,0.03,0.99402,0.345,0.54,1.12,6
0.74,0.49,0.27,0.21,0.071,0.14,0.025,0.99388,0.335,0.63,1.2,6
0.8,0.48,0.34,0.22,0.073,0.16,0.025,0.9936,0.328,0.66,1.24,6
0.63,0.57,0.28,0.21,0.048,0.13,0.049,0.99374,0.341,0.6,1.28,5
0.82,0.23,0.42,0.19,0.069,0.09,0.017,0.99376,0.321,0.54,1.23,6
0.91,0.3,0.41,0.2,0.068,0.1,0.024,0.99523,0.327,0.85,1.17,7
0.81,0.78,0.1,0.33,0.09,0.04,0.013,0.99855,0.336,0.49,0.95,5
1.08,0.47,0.43,0.21,0.171,0.27,0.066,0.9982,0.317,0.76,1.08,6
0.83,0.53,0,0.14,0.07,0.06,0.014,0.99593,0.325,0.64,1,6
0.54,0.42,0.27,0.2,0.092,0.23,0.055,0.99471,0.378,0.64,1.23,7
0.79,0.33,0.41,0.15,0.056,0.06,0.035,0.99396,0.329,0.71,1.1,6
0.89,0.24,0.39,0.16,0.074,0.03,0.01,0.99698,0.312,0.59,0.95,6
0.5,0.4,0.5,0.43,0.046,0.29,0.08,0.9902,0.349,0.66,1.36,6
0.7,0.69,0.07,0.25,0.091,0.15,0.021,0.99572,0.338,0.6,1.13,6
0.7,0.69,0.07,0.25,0.091,0.15,0.021,0.99572,0.338,0.6,1.13,6
0.7,0.69,0.07,0.25,0.091,0.15,0.021,0.99572,0.338,0.6,1.13,6
0.71,0.39,0.12,0.21,0.065,0.14,0.024,0.99252,0.33,0.53,1.33,6
0.56,0.66,0,0.25,0.066,0.07,0.015,0.99256,0.352,0.58,1.29,5
0.79,0.54,0.34,0.25,0.076,0.08,0.017,0.99235,0.32,0.72,1.31,8
0.66,0.5,0,0.18,0.062,0.21,0.028,0.99352,0.344,0.55,1.23,6
0.63,0.47,0,0.14,0.055,0.27,0.033,0.9922,0.345,0.48,1.23,6
1.07,0.4,0.37,0.19,0.081,0.17,0.029,0.99674,0.312,0.65,1.12,6
0.65,0.58,0,0.22,0.096,0.03,0.013,0.99557,0.362,0.62,1.15,4
0.88,0.24,0.35,0.17,0.055,0.13,0.027,0.99394,0.314,0.59,1.13,7
0.58,0.29,0.26,0.17,0.063,0.03,0.011,0.9915,0.339,0.54,1.35,6
0.63,0.76,0,0.29,0.072,0.26,0.052,0.99379,0.351,0.6,1.15,6
1,0.43,0.33,0.27,0.095,0.28,0.089,0.9984,0.322,0.68,1,5
1.05,0.43,0.35,0.33,0.092,0.24,0.07,0.99798,0.321,0.69,1.05,6
0.91,0.6,0,0.19,0.058,0.05,0.01,0.9977,0.318,0.63,1.04,6
0.59,0.19,0.21,0.17,0.045,0.57,0.135,0.99341,0.332,0.44,0.95,5
0.74,0.36,0.34,0.18,0.075,0.18,0.038,0.9933,0.338,0.88,1.36,7
0.72,0.48,0.07,0.55,0.089,0.1,0.018,0.99684,0.337,0.68,1.12,7
0.85,0.28,0.35,0.17,0.061,0.06,0.015,0.99524,0.33,0.74,1.18,7
0.8,0.25,0.43,0.17,0.067,0.22,0.05,0.9946,0.338,0.6,1.19,6
1.04,0.52,0.45,0.2,0.08,0.06,0.013,0.99774,0.322,0.76,1.14,6
1.04,0.52,0.45,0.2,0.08,0.06,0.013,0.99774,0.322,0.76,1.14,6
0.75,0.41,0.15,0.37,0.104,0.29,0.094,0.99786,0.314,0.58,0.91,5
0.82,0.51,0.24,0.2,0.079,0.16,0.086,0.99764,0.334,0.64,0.95,6
0.73,0.4,0.3,0.17,0.08,0.33,0.079,0.9969,0.341,0.65,0.95,6
0.82,0.38,0.32,0.25,0.08,0.24,0.071,0.99624,0.327,0.85,1.1,6
0.69,0.45,0.11,0.24,0.043,0.06,0.012,0.99354,0.33,0.65,1.14,6
0.7,0.22,0.3,0.18,0.065,0.16,0.02,0.99672,0.361,0.82,1,6
0.73,0.32,0.23,0.23,0.066,0.35,0.07,0.99588,0.343,0.62,1.01,5
0.82,0.2,0.43,0.25,0.076,0.31,0.051,0.99672,0.353,0.81,1.04,6
0.78,0.5,0.12,0.18,0.178,0.06,0.021,0.996,0.328,0.87,0.98,6
1,0.41,0.45,0.62,0.071,0.06,0.014,0.99702,0.321,0.49,1.18,7
0.78,0.39,0.42,0.2,0.086,0.09,0.021,0.99526,0.339,0.66,1.16,6
1,0.35,0.47,0.2,0.061,0.06,0.011,0.99585,0.323,0.52,1.2,6
0.82,0.33,0.32,0.28,0.067,0.04,0.012,0.99473,0.33,0.76,1.28,7
0.61,0.58,0.23,0.25,0.044,0.16,0.07,0.99352,0.346,0.65,1.25,6
0.83,0.6,0.25,0.22,0.118,0.09,0.038,0.99616,0.315,0.53,0.98,5
0.96,0.42,0.35,0.21,0.083,0.17,0.038,0.99622,0.323,0.66,1.11,6
0.66,0.58,0,0.22,0.1,0.5,0.063,0.99544,0.359,0.68,1.14,6
0.83,0.6,0.25,0.22,0.118,0.09,0.038,0.99616,0.315,0.53,0.98,5
0.85,0.18,0.51,0.175,0.071,0.45,0.088,0.99524,0.333,0.76,1.18,7
0.51,0.51,0.18,0.21,0.042,0.16,0.101,0.9924,0.346,0.87,1.29,7
0.67,0.41,0.43,0.28,0.076,0.22,0.054,0.99572,0.342,1.16,1.06,6
1.02,0.41,0.43,0.22,0.11,0.11,0.037,0.99728,0.316,0.67,1.08,5
1.06,0.36,0.57,0.23,0.087,0.06,0.02,0.99676,0.314,0.72,1.11,7
0.88,0.45,0.43,0.14,0.076,0.12,0.021,0.99551,0.321,0.75,1.02,6
0.85,0.32,0.42,0.23,0.075,0.12,0.019,0.99434,0.314,0.71,1.18,7
0.9,0.785,0.24,0.17,0.078,0.1,0.021,0.99692,0.329,0.67,1,5
0.9,0.785,0.24,0.17,0.078,0.1,0.021,0.99692,0.329,0.67,1,5
0.85,0.44,0.5,0.19,0.369,0.15,0.038,0.99634,0.301,1.1,0.94,5
0.99,0.54,0.26,0.2,0.111,0.07,0.06,0.99709,0.294,0.98,1.02,5
0.82,0.33,0.39,0.25,0.074,0.29,0.048,0.99528,0.332,0.88,1.24,7
0.65,0.34,0.27,0.28,0.067,0.08,0.044,0.99384,0.321,0.56,1.2,6
0.76,0.5,0.29,0.23,0.086,0.05,0.014,0.99502,0.332,0.62,1.15,6
0.92,0.36,0.34,0.16,0.062,0.05,0.012,0.99667,0.32,0.67,1.05,6
0.71,0.59,0,0.22,0.078,0.26,0.044,0.99522,0.342,0.68,1.08,6
0.97,0.42,0.46,0.21,0.074,0.05,0.016,0.99649,0.327,0.74,1.23,6
0.76,0.36,0.31,0.17,0.079,0.26,0.065,0.99716,0.346,0.62,0.95,6
0.76,0.36,0.31,0.17,0.079,0.26,0.065,0.99716,0.346,0.62,0.95,6
0.65,0.61,0,0.22,0.095,0.48,0.059,0.99541,0.361,0.7,1.15,6
0.65,0.88,0.03,0.56,0.079,0.23,0.047,0.99572,0.358,0.5,1.12,4
0.71,0.66,0,0.24,0.052,0.06,0.011,0.99318,0.335,0.66,1.27,7
0.56,0.915,0,0.21,0.041,0.17,0.078,0.99346,0.368,0.73,1.14,5
0.82,0.35,0.33,0.24,0.076,0.11,0.047,0.99599,0.327,0.81,1.1,6
0.82,0.35,0.33,0.24,0.076,0.11,0.047,0.99599,0.327,0.81,1.1,6
0.98,0.39,0.43,0.165,0.068,0.05,0.011,0.99478,0.319,0.46,1.14,5
1.02,0.4,0.4,0.25,0.068,0.41,0.054,0.99754,0.338,0.86,1.05,6
0.68,0.66,0.07,0.16,0.07,0.16,0.061,0.99572,0.329,0.6,0.93,5
0.67,0.64,0.23,0.21,0.08,0.11,0.119,0.99538,0.336,0.7,1.09,5
0.7,0.43,0.3,0.2,0.085,0.06,0.039,0.99346,0.333,0.46,1.19,6
0.66,0.8,0.03,0.78,0.079,0.06,0.012,0.9963,0.352,0.5,1.22,5
0.7,0.43,0.3,0.2,0.085,0.06,0.039,0.99346,0.333,0.46,1.19,6
0.67,0.64,0.23,0.21,0.08,0.11,0.119,0.99538,0.336,0.7,1.09,5
0.88,0.955,0.05,0.18,0.075,0.05,0.019,0.99616,0.33,0.44,0.96,4
0.91,0.4,0.57,0.46,0.08,0.06,0.02,0.99652,0.328,0.57,1.25,6
0.65,0.885,0,0.23,0.166,0.06,0.012,0.99551,0.356,0.51,1.08,5
